-650,-528,1
-650,-528,1
-633,-528,1
-615,-528,1
-598,-528,1
-580,-528,0
-562,-528,0
-545,-528,0
-527,-528,0
-510,-528,0
-492,-528,0
-474,-528,0
-457,-528,0
-439,-528,0
-422,-528,0
-404,-528,0
-386,-528,0
-369,-528,0
-351,-528,0
-334,-528,0
-316,-528,0
-298,-528,0
-281,-528,0
-263,-528,0
-246,-528,0
-228,-528,0
-210,-528,0
-193,-528,0
-175,-528,1
-158,-528,1
-140,-528,1
-122,-528,1
-105,-528,1
-87,-528,1
-70,-528,1
-52,-528,1
-34,-528,1
-17,-528,1
1,-528,1
18,-528,1
36,-528,1
50,-528,1
-650,-571,1
-650,-571,1
-631,-571,1
-612,-571,1
-593,-571,1
-574,-571,1
-555,-571,1
-536,-571,1
-517,-571,0
-498,-571,1
-479,-571,1
-460,-571,1
-441,-571,1
-422,-571,1
-403,-571,1
-384,-571,1
-365,-571,1
-346,-571,1
-327,-571,1
-308,-571,1
-289,-571,1
-270,-571,1
-251,-571,1
-232,-571,1
-213,-571,1
-194,-571,1
-175,-571,1
-156,-571,1
-137,-571,0
-118,-571,1
-99,-571,1
-80,-571,1
-60,-571,1
-41,-571,1
-22,-571,1
-3,-571,1
16,-571,1
35,-571,1
50,-571,1
-650,-373,1
-650,-373,1
-638,-373,1
-626,-373,1
-613,-373,1
-601,-373,1
-588,-373,1
-576,-373,1
-563,-373,1
-551,-373,0
-539,-373,0
-526,-373,0
-514,-373,0
-501,-373,0
-489,-373,0
-476,-373,0
-464,-373,0
-452,-373,0
-439,-373,0
-427,-373,0
-414,-373,0
-402,-373,0
-389,-373,0
-377,-373,0
-365,-373,0
-352,-373,0
-340,-373,0
-327,-373,0
-315,-373,0
-302,-373,0
-290,-373,0
-278,-373,0
-265,-373,0
-253,-373,0
-240,-373,0
-228,-373,0
-215,-373,0
-203,-373,0
-190,-373,0
-178,-373,0
-166,-373,0
-153,-373,0
-141,-373,0
-128,-373,0
-116,-373,0
-103,-373,1
-91,-373,1
-79,-373,1
-66,-373,1
-54,-373,1
-41,-373,1
-29,-373,1
-16,-373,1
-4,-373,1
8,-373,1
21,-373,1
33,-373,1
46,-373,1
50,-373,1
-650,-324,1
-650,-324,1
-640,-324,1
-629,-324,1
-618,-324,1
-607,-324,1
-597,-324,1
-586,-324,1
-575,-324,0
-564,-324,0
-553,-324,1
-543,-324,1
-532,-324,1
-521,-324,1
-510,-324,1
-499,-324,1
-489,-324,1
-478,-324,1
-467,-324,1
-456,-324,1
-445,-324,1
-435,-324,1
-424,-324,1
-413,-324,1
-402,-324,1
-391,-324,1
-381,-324,1
-370,-324,1
-359,-324,1
-348,-324,0
-337,-324,0
-327,-324,0
-316,-324,0
-305,-324,0
-294,-324,0
-283,-324,0
-273,-324,0
-262,-324,0
-251,-324,0
-240,-324,0
-229,-324,0
-219,-324,0
-208,-324,0
-197,-324,0
-186,-324,0
-175,-324,0
-165,-324,0
-154,-324,0
-143,-324,0
-132,-324,0
-121,-324,0
-111,-324,0
-100,-324,0
-89,-324,0
-78,-324,1
-67,-324,1
-57,-324,1
-46,-324,1
-35,-324,1
-24,-324,1
-13,-324,1
-3,-324,1
8,-324,1
19,-324,1
30,-324,1
41,-324,1
50,-324,1
-650,-697,1
-650,-697,1
-627,-697,1
-604,-697,1
-581,-697,1
-558,-697,1
-534,-697,1
-511,-697,1
-488,-697,0
-465,-697,0
-441,-697,0
-418,-697,0
-395,-697,0
-372,-697,0
-348,-697,0
-325,-697,0
