-650,-687,1
-650,-687,1
-628,-687,1
-605,-687,1
-582,-687,1
-559,-687,0
-536,-687,0
-513,-687,0
-490,-687,0
-467,-687,0
-444,-687,0
-422,-687,0
-399,-687,0
-376,-687,0
-353,-687,0
-330,-687,0
-307,-687,0
-284,-687,0
-261,-687,0
-238,-687,0
-215,-687,0
-193,-687,0
-170,-687,1
-147,-687,1
-124,-687,1
-101,-687,1
-78,-687,1
-55,-687,1
-32,-687,1
-9,-687,1
14,-687,1
36,-687,1
50,-687,1
-650,-427,1
-650,-427,1
-636,-427,1
-622,-427,1
-608,-427,1
-594,-427,1
-579,-427,1
-565,-427,1
-551,-427,1
-537,-427,0
-522,-427,0
-508,-427,0
-494,-427,0
-480,-427,0
-465,-427,0
-451,-427,0
-437,-427,0
-423,-427,0
-409,-427,0
-394,-427,0
-380,-427,0
-366,-427,0
-352,-427,0
-337,-427,0
-323,-427,0
-309,-427,0
-295,-427,0
-280,-427,0
-266,-427,0
-252,-427,0
-238,-427,0
-223,-427,0
-209,-427,0
-195,-427,0
-181,-427,0
-167,-427,0
-152,-427,0
-138,-427,1
-124,-427,1
-110,-427,1
-95,-427,1
-81,-427,1
-67,-427,1
-53,-427,1
-38,-427,1
-24,-427,1
-10,-427,1
4,-427,1
18,-427,1
33,-427,1
47,-427,1
50,-427,1
-650,-616,1
-650,-616,1
-630,-616,1
-609,-616,1
-589,-616,1
-568,-616,1
-548,-616,1
-527,-616,0
-507,-616,0
-486,-616,0
-466,-616,0
-445,-616,0
-425,-616,0
-404,-616,0
-384,-616,0
-363,-616,0
-343,-616,0
-322,-616,0
-301,-616,0
-281,-616,0
-260,-616,0
-240,-616,0
-219,-616,0
-199,-616,0
-178,-616,0
-158,-616,0
-137,-616,0
-117,-616,0
-96,-616,1
-76,-616,1
-55,-616,1
-35,-616,1
-14,-616,1
7,-616,1
27,-616,1
48,-616,1
50,-616,1
-650,-446,1
-650,-446,1
-636,-446,1
-621,-446,1
-606,-446,1
-591,-446,1
-576,-446,1
-561,-446,1
-546,-446,1
-532,-446,0
-517,-446,0
-502,-446,0
-487,-446,0
-472,-446,0
-457,-446,0
-442,-446,0
-427,-446,0
-413,-446,0
-398,-446,0
-383,-446,0
-368,-446,0
-353,-446,0
-338,-446,0
-323,-446,0
-309,-446,0
-294,-446,0
-279,-446,0
-264,-446,0
-249,-446,0
-234,-446,0
-219,-446,0
-204,-446,0
-190,-446,0
-175,-446,0
-160,-446,1
-145,-446,1
-130,-446,1
-115,-446,1
-100,-446,1
-86,-446,1
-71,-446,1
-56,-446,1
-41,-446,1
-26,-446,1
-11,-446,1
4,-446,1
19,-446,1
33,-446,1
48,-446,1
50,-446,1
-650,-508,1
-650,-508,1
-634,-508,1
-617,-508,1
-600,-508,1
-583,-508,1
-566,-508,0
-549,-508,0
-532,-508,0
-515,-508,0
-498,-508,0
-481,-508,0
-464,-508,0
-447,-508,0
-430,-508,0
-413,-508,0
-397,-508,0
-380,-508,0
-363,-508,0
-346,-508,0
-329,-508,0
-312,-508,0
-295,-508,0
-278,-508,0
-261,-508,0
-244,-508,0
-227,-508,0
-210,-508,0
-193,-508,0
-176,-508,0
-159,-508,0
-143,-508,0
-126,-508,0
-109,-508,1
-92,-508,1
-75,-508,1
-58,-508,1
-41,-508,1
-24,-508,1
-7,-508,1
10,-508,1
27,-508,1
44,-508,1
50,-508,1
-650,-383,1
-650,-383,1
-638,-383,1
-625,-383,1
-612,-383,1
-599,-383,1
-587,-383,1
-574,-383,1
-561,-383,1
-548,-383,0
-536,-383,0
-523,-383,0
-510,-383,0
-497,-383,0
-485,-383,0
-472,-383,0
-459,-383,0
-446,-383,0
-433,-383,0
-421,-383,0
